id,job industry,title,company,location,type,description
411,Accounting and Finance,Senior Internal Audit and Inspection,Ranger Industry and Trading P.L.C.,Addis Ababa,Office,"Job SummaryPlans, organizes, coordinates, and controls internal audit &amp; inspection activities and making recommendation to see that satisfactory internal control (financial, operational and administrative) techniques and systems are in effect throughout all company operations and locations, controls the company's financial audit activities and approves audit reports resulting from financial, operational and contract audits, appraises the effectiveness and the efficiency of Company’s operations and assures co..."
412,Natural Sciences,Chinese Translator,"DR.AZ Group Co., LTD",Dire Dawa,Office,"JobSummaryDR.AZ GROUP CO. LTD is seeking a skilled Chinese translator to join our team. The ideal candidateswillberesponsiblefortranslatingavarietyofdocuments,websites,andothercontentfrom Chinese to English and Amharic, and vice versa. Proficiency in additional language is a plus.KeyResponsibilitiesTranslatewrittenandverbalcommunications fromChinese to EnglishandAmharic,ensuringthatthe originalmeaning,tone,andcontextareeffectivelyconveyed,reviewandedittranslatedmaterialsfor grammaticalaccuracy,clarityandcoherenc..."
413,Engineering,Machine Sales Engineer,Kerchanshe Equipment,Addis Ababa,Hybrid,"Job SummaryThe Machine Sales Engineer will adhere to all company policies, safety regulations, and environmental standards while maintaining a professional and organized work environment. Demonstrating the company’s core values—Integrity, Customer Focus, Accountability, and Teamwork—the candidate will actively engage in meetings, trainings, and safety initiatives. Responsibilities include effectively managing resources to provide fast and accurate solutions, ensuring customer satisfaction and loyalty. Additional..."
414,Sales and Marketing,Sales and marketing lead,Mela Express Delivery,Addis Ababa,Office,Job Summary:Our company Mela Express delivery is a full time delivery and logistics company operating over 15 destinations in the country. Mela is Ethiopian airlines award wining courier company. We are seeking a motivated and results-driven marketing and Sales Leader to oversee and guide our company sales team. The candidate should have a proven B2B experience in salesKey responsibilitiesDevelop and implement strategic marketing plans to support company objectives and growth targetsIdentifying and reaching out ...
415,Banking and Insurance,Senior Corporate Business Officer - IFB for Addis Ababa,Dashen Bank S.C,Addis Ababa,Office,Senior Corporate Business Officer - IFB for Addis AbabaVacancy DetailsVacancy Number: DB_EX/HO/063/25Vacancy Posting End Date: 28/07/2025Job SummarySenior Corporate Relationship Officer - IFB is responsible for growing and maintaining portfolio of clients within assigned sector and market segment by recommending or selling Corporate Banking/ Corporate IFB products and cross selling other Bank products and services so as to enhance value-add relationship with existing customers.
416,Development and Project...,Program Manager II - Accountability Lead,Catholic Relief Services - CRS,Addis Ababa,Office,"Employment type: Indefinite period contingent up on funding availability.Department: ProgramsJob grade: 10Reports To: TechnicalAdvisorII–SafeguardingandSafeandDignifiedProgrammingCountry/Location: Addis Ababa, EthiopiaAbout CRS:Catholic Relief Services (CRS) is the official international humanitarian agency of the Catholic community in the United States. CRS works to save, protect, and transform lives in need in more than 100 countries, without regard to race, religion or nationality. CRS’ relief and development..."
417,Business and Administra...,Assistant Foreign Procurement Officer,EASE Engineering PLC,Addis Ababa,Office,"Purpose of the Job:The Assistant Foreign Procurement Officer at Sino Africa plc supports the Senior Procurement Officer in managing international procurement of Construction Materials,EVs, e-bikes, and smartphones. This role involves handling supplier relationships, ensuring efficient and cost-effective procurement, and ensuring timely delivery while maintaining quality standards.Main Duties and Responsibilities:Procurement Process AssistanceSupport the Senior Procurement Officer in sourcing and evaluating suppl..."
418,Accounting and Finance,Accountant,Kerchanshe Equipment,Addis Ababa,Office,"Job SummaryThe accountant is responsible to prepare financial reports, perform research and analysis, maintain the general ledger, perform account reconciliations, assist with audit preparations, and carry out other accounting duties as may be required.Job descriptionMaintain monthly checklist and ensure that all transactions are processed into the Ledger Before month end,Extract all monthly reports and ensure their accuracy from the eCoda,Prepare and circulate all Monthly Management Reports as per set timetable..."
420,Sales and Marketing,procurement analyst,Alema Koudijs Feed PLC,Oromia,Office,"Alema Koudijs Feed PLC wants to fill the vacancy on the post of procurement analyst as per the following requirements and descriptions. Alema Koudijs Feed PLC is based in Debre Zeit and is Ethiopia’s major producer of concentrated animal feed. We produce high quality animal feed for poultry, dairy, beef etc. Our product ensures a high productivity and profitability for farmers.Alema Koudijs Feed PLC wants to fill the vacancy on the post of procurement analyst as per the following requirements and descriptions.Jo..."
421,Engineering,Lead Field Service Technician,Kerchanshe Equipment,Addis Ababa,Remote,Job SummaryThe service technician is capable of removal and installation of components by following the appropriate service manual; performs basic servicing of equipment; could assemble and install attachments sold and serviced by the company; capable of safely and efficiently performing basic cutting and welding functions.Job DescriptionResponsible for the completion of service workMust be able to meet all the requirements of a trainee as well as work effectivelywith less supervision. Ensures that work assignme...
422,"Warehouse, Supply Chain...",Store Supervisor,Brothers Trading PLC,Addis Ababa,Hybrid,"About Brothers Construction PLC: Brothers Construction, founded in 2015, is a leading Ethiopian firm specializing in historic sites, roads, and recreational projects. We emphasize effective communication, sustainability, and innovative project management. Notable projects include Wenchi Gebeta Lehager, Chaka Landscape and Greenery, Sheraton Landscape and Greenery Project, Mexico to Sarbet Road Corridor, Adwa 00 Project, and several projects for various embassies.Job Summary: Under the immediate supervision of th..."
423,Business Development,Sales Executive Q-SYS,Riana Group,Addis Ababa,Office,"Position: Sales Executive - EthiopiaWebsite:www.riana.coDepartment: Q-SYShttps://www.riana.co/q-sys/Working Location: Addis Ababa, EthiopiaMAIN PURPOSE OF JOBAs the Sales Executive, you will spearhead our sales and business development efforts, leveraging your deep understanding of Ethiopian markets and the potential of the PAN African landscape. Your role will involveYour primary responsibility will be to generate revenue through the sale of products or services. You will be responsible for managing key client ..."
424,Human Resource and Recr...,HR Assistant,Kerchanshe Equipment,Addis Ababa,Office,"Job Summary:We are seeking a detail-oriented and proactive HR Officer to support the daily operations of our Human Resources department. The HR Officer will be responsible for a wide range of HR functions including recruitment, onboarding, employee relations, policy implementation, compliance, and administrative tasks. This role plays a key part in fostering a positive work environment and ensuring smooth HR operations.Key Responsibilities:Assist in the recruitment process, including posting job ads, screening c..."
425,Accounting and Finance,Senior Accountant,Abat Import & Export,Addis Ababa,Office,Job Summary:Senior accountant are primarily responsible for overseeing general accounting operations and ensuring all financial transactions align with rules and regulations.Salary: Company scaleSex: FemaleAge:27-37
426,Accounting and Finance,Accountant,Abat Import & Export,Addis Ababa,Office,"Job Summary:Responsible for the entry, analysis and maintenance of the general ledger with particular focus on accounts payable and disbursements, cash management support, monthly and year end close support, and participation in the implementation of sound internal and compliance controls. She will work closely with the Senior Accountant and will report directly to the Finance Manager.Salary: Company scaleSex : FemaleAge :22-26"
427,"Logistics, Transport an...",Forklift Operator,Abays Trading PLC,Oromia,Office,"Company’s and Role’s OverviewABYS Trading PLC is the leading Manufacturing of agriculture products for local and export markets. It has been active since 2011 and exports over 40 high quality value added agricultural products which meet world relevant standards to three main destination countries such as America, Canada and Australia and other locations. Moreover, it distributed such products to local market. Nowadays, in line with government trade, marketing and development strategies, it strives to produce wor..."
428,Engineering,Machine Sales Admin,Kerchanshe Equipment,Addis Ababa,Office,"Job Summary:We are looking for a highly skilled and experienced Senior Field Service Technician to oversee equipment maintenance and service operations in the field. Reporting to the Branch Supervisor or Shop Manager, this role is responsible for servicing and maintaining equipment sold and supported by the company. The technician should be proficient in the removal and installation of components according to service manuals, performing routine maintenance tasks, assembling and installing attachments, and execut..."
429,Engineering,Machine Sales Admin,Kerchanshe Equipment,Addis Ababa,Office,"Job SummaryWe are seeking a detail-oriented and proactive Machine Sales Admin to support our sales operations while upholding company standards and values. The role involves maintaining a safe and organized work environment in line with company policies and environmental regulations. The ideal candidate will embody our core values of Integrity, Customer Focus, Accountability, and Teamwork. Responsibilities include actively participating in meetings, trainings, and company initiatives, efficiently managing resour..."
430,Engineering,Technical Trainer,Kerchanshe Equipment,Addis Ababa,Hybrid,"Job Summary:We are seeking for a skilled and motivated Technical Trainer to lead the development of our service personnel, including trainees, apprentices, and technicians. In this role, you will deliver high-quality Instructor-Led Training (ILT) and On-the-Job Training (OJT), conduct skills and knowledge assessments in alignment with the Technician Career Development Program (TCDP), and ensure performance standards are maintained according to the Learning Plans skills matrix. You will also mentor technicians to..."
431,Accounting and Finance,Cashier,Ethiopian Capital Market Authority,Addis Ababa,Office,"Statement of the PurposeThe Cashier is responsible for handling cash transactions, maintaining accurate financial records, ensuring timely reconciliation, and supporting the authority's financial integrity through proper cash management and compliance with financial procedures.Specific Duties and Responsibilities:Manage employee payroll process, including timely compiling attendance, leaver, adjustments and joiner information by working with HR, generating monthly payslips and reporting of salutary deductionsPre..."
432,Accounting and Finance,Finance Assistant,Dan Church Aid,Afar,Office,"Dan Church Aid (DCA) is a Denmark-based international NGO registered under certificate # 1083 by the Authority for Civil Society Organizations and working to improve the wellbeing of particularly the rural and pre-urban people in Ethiopia. DCA’s Programme mainly focuses on save live, building resilience and fighting inequality targeting highly disaster-prone areas in Oromia, Amhara, Afar, and Gambella regions.DCA Ethiopia Office is looking for a competent Finance Assistant based in Afar, Berhale.Vacancy Number: ..."
433,Social Sciences and Com...,Camera Technician,AMG Steel,Addis Ababa,Office,"About USAMG Holdings is a leading and diversified business group headquartered in Ethiopia. Established in 2010 G.C., the company has grown into a prominent player across multiple sectors, including steel manufacturing, coffee export, energy, and real estate. AMG Holdings operates within two large-scale industrial parks located in Adama and Sheger City (Gelan Sub-City), and continues to expand its footprint with a strong commitment to innovation, operational excellence, and sustainable growth. Now Our Company is..."
434,Legal,"Intern Legal Aid Providers for Women in IDP Camps in Woldia, Amhara Region",Ethiopian Women Lawyers Association(EWLA),Amhara,Office,"Introduction:Ethiopian Women Lawyers Association has been established at the federal level in 1995 by Women lawyers and re-registered as Local Organization in accordance with the Civil Society Organization. It has been working for more than 25 years to promote women's social, economic, political and legal rights to help women exercise their constitutional and other rights. The aim of the association is to promote equal participation of women in all sectors and to prevent sexual violence against women and create ..."
435,Automotive,Auto Electrician,AMG Steel,Addis Ababa,Office,"About USAMG Holdings is a leading and diversified business group headquartered in Ethiopia. Established in 2010 G.C., the company has grown into a prominent player across multiple sectors, including steel manufacturing, coffee export, energy, and real estate. AMG Holdings operates within two large-scale industrial parks located in Adama and Sheger City (Gelan Sub-City), and continues to expand its footprint with a strong commitment to innovation, operational excellence, and sustainable growth. Now Our Company is..."
437,Health Care,Nurse,AMG Steel,Addis Ababa,Office,"About USAMG Holdings is a leading and diversified business group headquartered in Ethiopia. Established in 2010 G.C., the company has grown into a prominent player across multiple sectors, including steel manufacturing, coffee export, energy, and real estate. AMG Holdings operates within two large-scale industrial parks located in Adama and Sheger City (Gelan Sub-City), and continues to expand its footprint with a strong commitment to innovation, operational excellence, and sustainable growth. Now Our Company is..."
439,Accounting and Finance,Senior Cost Accountant,Desta PLC,Addis Ababa,Office,About OrganizationBekDes group is a group company‘s who works as a sister company in diverse business sector in the idea of quality product and service delivering to customerJob SummeryThe Senior Cost Accountant is responsible to oversees the company’s accounting department .They take ownership for every aspect that goes into producing an organization‘s report from cost productive and margins all the way down to expenditures .Key Duties and Responsibilities:Review all account reconciled with controlling account ...
440,Management,Coffee Roaster,AMG Steel,Addis Ababa,Office,"About USAMG Holdings is a leading and diversified business group headquartered in Ethiopia. Established in 2010 G.C., the company has grown into a prominent player across multiple sectors, including steel manufacturing, coffee export, energy, and real estate. AMG Holdings operates within two large-scale industrial parks located in Adama and Sheger City (Gelan Sub-City), and continues to expand its footprint with a strong commitment to innovation, operational excellence, and sustainable growth. Now Our Company is..."
441,"Logistics, Transport an...",General Service Division Head,AMG Steel,Addis Ababa,Office,"About USAMG Holdings is a leading and diversified business group headquartered in Ethiopia. Established in 2010 G.C., the company has grown into a prominent player across multiple sectors, including steel manufacturing, coffee export, energy, and real estate. AMG Holdings operates within two large-scale industrial parks located in Adama and Sheger City (Gelan Sub-City), and continues to expand its footprint with a strong commitment to innovation, operational excellence, and sustainable growth. Now Our Company is..."
442,Accounting and Finance,Cost Accountant,Desta PLC,Addis Ababa,Office,"About Our Organization:BekDes Group is a Group of company is who works as a sister company in diverse business Sector in the idea of quality product and service delivering to the customer! Job SummeryUnder close supervision of the senior Accountant, the cost  Accountant is responsible to oversee  the company’s accounting department .They take ownership for ever cash management , report , inventory ,bank reconciliationKey Duties and Responsibilities: Prepare sales invoice using cash register machine according to ..."
443,Accounting and Finance,Accounting and Finance,Desta PLC,Addis Ababa,Office,"About OrganizationBekDes group is a group company‘s who works as a sister company in diverse business sector in the idea of quality product and service delivering to customer.Job SummeryAccountant is responsible to oversees the company’s accounting department .They take ownership for every aspect that goes into producing an organization‘s report from cost productive and margins all the way down to expenditures.Key Duties and Responsibilities:After  having  payment request, check the item and purchase requests th..."
444,Accounting and Finance,ERP FINANCE SPECIALIST,Ries Engineering Share Company,Addis Ababa,Office,"About Our CompanyOur Company Ries Engineering S.C is one of the major pioneer private Organizations in East Africa that has been operational since 1965 as an Importer and Distributor of world-renowned Earthmoving, Construction &amp; Mining machinery and AGCO machineries and Automobiles with full responsibility for their effective and efficient operations. Our company is looking for ERP (Enterprise Resource Planning) FINANCE SPECIALISTThe ERP Finance Specialist is responsible forAssisting finance team and others ..."
445,Accounting and Finance,Public Finance Management (PFM) Expert,Ethiopian Economics Association (EEA),Addis Ababa,Office,"The Ethiopian Economics Association (EEA) is a non-profit, non-partisan, and independent research and membership organization in Ethiopia.The EEA, in partnership with Amref Health Africa, is implementing the “Integrated Health System Strengthening” (IHSS) project to build the capacity of Health Facilities (HFs) across 15 woredas in five regions, Afar, Somali, Siadama, Oromia and Amhara. To support this, the EEA seeks an experienced PFM Expert to mentor, coach, and strengthen the skills of technical teams at the ..."
446,Social Sciences and Com...,Gender and Protection Officer,SOS Sahel Ethiopia,Oromia,Office,"SOS Sahel Ethiopia jointly with Women Empowerment – Action (WE-Action) obtained financial support from UN OCHA to implement: “Gender-Based Violence – Responding to Critical Gaps for Conflict-Affected PopulationsProject”.The project objective is to reduce the incidence and impact of gender-based violence among conflict-affected women, girls, and other vulnerable groups in East and Horo Guduru Wollega zones through integrated, survivor-centered prevention and response interventions,The project interventiontakes th..."
447,Business and Administra...,Foreign Procurement Junior Officer,Wagwago Trading PLC,Addis Ababa,Office,"Job Summary:The Foreign Procurement Junior Officer will assist in the procurement of goods and services from international suppliers. This role involves coordinating with vendors, managing purchase orders, and ensuring compliance with company policies and regulations. The ideal candidate will have strong analytical skills, attention to detail, and the ability to work in a fast-paced environment.Key Responsibilities:Assist in sourcing and selecting international suppliers.Prepare and process purchase orders and c..."
448,Accounting and Finance,Auditor,Grant Thornton Advisory Ethiopia,Addis Ababa,Office,"About the company:MSE Certified Audit Service LLP (Formerly A.W. Thomas L.P.),a member firm ofGrant Thornton International Ltd,was established in 1981 and has been in practice throughout Ethiopia since then. We have over 50 professional audit staff with extensive experience in the private sector, NGOs and Government enterprises.We are one of the RIG-approved auditors in Ethiopia to audit USAID resources throughout Africa and our quality management procedures were considered robust by other donors as well includi..."
449,Accounting and Finance,Senior Auditor,Grant Thornton Advisory Ethiopia,Addis Ababa,Office,"About the company:MSE Certified Audit Service LLP (Formerly A.W. Thomas L.P.),a member firm ofGrant Thornton International Ltd,was established in 1981 and has been in practice throughout Ethiopia since then. We have over 50 professional audit staff with extensive experience in the private sector, NGOs and Government enterprises.We are one of the RIG-approved auditors in Ethiopia to audit USAID resources throughout Africa and our quality management procedures were considered robust by other donors as well includi..."
450,Engineering,Trainer (Building & Road Projects),Ethiopian Engineering Corporation,Addis Ababa,Remote,"Position Overview/Scope of role:Trainer (for projects) will be responsible to develop, train and coach as well as review and advise on the productivity of skilled and semi-skilled labor force across all project sites.Top Roles and Responsibilities:Make a training need assessment and identify skill gaps that needs to be filled across all projectsLiaises with Training Coordinator/Training &amp; Capability Manager, and other HR department teams to develop and implement trainingDesign and develop training curriculum..."
451,Legal,Disability Inclusion Advisor,Light for the World,Addis Ababa,Office,"Light for the World is a global development organization. We empower people with disabilities and enable eye health services in low-income countries. Over the last three decades we improved health systems, enabled education for all, and amplified the voices of people with disabilities. We focus on the poorest and hardest to reach because that’s where we will have the biggest impact.Terms on Employment; One year contract with the possibility of extensionReports to: Head of Disability and Inclusion Advisory UnitOu..."
452,Development and Project...,Re - Advertised Regional Area Field coordinator,(RIDE) Hybrid Designs PLC,Not Specified,Office,"About the ProgramThe Mastercard Foundation in partnership with Hybrid Designs and its consortium partners- ICog, R&amp; D Group and Qua Qua Capitals as well as D &amp; T Ethiopia Management Consulting PLC are launching a five- year program entitled ‘Entrepreneurship in the Digital and Gig Economy (EDGE)’ with the aim of unlocking over 300,000 dignified and fulfilling employment opportunities for economically disadvantaged young people across Ethiopia through an innovative digitally enabled and mediated domestic ..."
453,Accounting and Finance,ACCOUNTANT,Toppan Security Ethiopia S.C,Addis Ababa,Office,"Job Title– AccountantReports to– Senior Accountant / Chief AccountantJob Summary:The Accountant in a manufacturing entity will oversee financial operations related, but not limited to production, inventory, and cost management. This role requires expertise in cost accounting, financial reporting, and compliance within a manufacturing environment.Key Responsibilities &amp; Detailed Tasks: -1. Cost Accounting &amp; AnalysisCalculate production costs, including labor, materials, and overhead.Manage the cost of good..."
454,Business and Administra...,Junior People and Administration Officer,Dodai Manufacturing Plc.,Addis Ababa,Office,"About DodaiDodai Manufacturing PLC is a fast-growing organization launched in Addis Ababa, Ethiopia, on August 1, 2023. With a mission to make urban e-mobility accessible to everyone in Africa, Dodai assembles electric two-wheelers locally and plans to expand to major regional cities in Ethiopia by the end of 2025. Join us to be part of a dynamic team driving innovation and change!Purpose of the PositionThe Junior People and Admin Officer will be responsible to provide assistance for day-to-day general people an..."
455,Sales and Marketing,Internet Promoter,META ZION TRADING PLC,Addis Ababa,Office,"High salary recruitment internet promotionJob ResponsibilitiesHandle customer consultation issues promptly through the Internet ;Good at English communication, patient and motivated. Have a certain ability to withstand pressure;Have high enthusiasm for work and strictly abide by company rules and regulations .Salary and BenefitsSalary: a net salary of 12,000, with bonuses provided separately.Benefits: statutory holidays, paid training, daily/weekly/monthly bonuses for outstanding employees , and holiday benefits..."
456,Engineering,Battery Swapper (Only Male Applicants),Dodai Manufacturing Plc.,Addis Ababa,Office,"About DodaiDodai Manufacturing Plc (Dodai), is a recently incorporated organization launched in Addis Ababa, Ethiopia on August 01, 2023. Dodai is a fast growing organization with a mission of making urban e-mobility accessible to everyone in Africa through its innovative products and services. Dodai plans to provide brand new electric two wheelers by assembling them here in Addis Ababa and plans to expand to major regional cities in Ethiopia by the end of 2025. It’s thus looking to engage dynamic Ethiopian tale..."
457,Engineering,Structural Engineer,Brothers Trading PLC,Addis Ababa,Office,"About Brothers Construction PLC: Brothers Construction, founded in 2015, is a leading Ethiopian firm specializing in historic sites, roads, and recreational projects. We emphasize effective communication, sustainability, and innovative project management. Notable projects include Wenchi Gebeta Lehager, Chaka Landscape and Greenery, Sheraton Landscape and Greenery Project, Mexico to Sarbet Road Corridor, Adwa 00 Project, and several projects for various embassies.Job Overview: We are seeking an experienced and st..."
458,Natural Sciences,Executive Virtual Assistant & Operations Support,Effortless Help,Addis Ababa,Remote,"Support the CEO, streamline operations, and grow with our fast-paced agency!We’re looking for a Full-Time Executive Virtual Assistant who is highly organized, tech-savvy, and reliable to work directly with the CEO. You’ll be a key part of growing and systemizing the business while helping the CEO stay on track.Working Hours: 10:00 PM – 6:00 AM Ethiopian local time (Night shift) (This is 4:00 PM – 12:00 AM U.S. Eastern Time) Monday to FridaySalary: ETB 23,700/month (Paid monthly)Responsibilities:Tailor and submit..."
459,Accounting and Finance,HR Officer（Fresh Graduate）,Shangtex Garment Manufacturing Ethiopia PLC,Addis Ababa,Office,"Company Introduction:Shangtex Garment Manufacturing PLC belongs to Orient Internal (Holding) Co. LTD, which is one of the largest textile and garment import &amp; export groups in China. The company is listed 275th among China's top 500 companies in 2024. Ethiopia Factory is the first investment of Garment Manufacturing Base in Africa from the Group.The total investment of the Ethiopian factory exceeds 50 Million USD, which is one of the largest single investments in Ethiopia. There are 2 phases of the project, ..."
460,"Communications, Media a...",Production Manager - Ethiocolor Printing,Frontieri Consult P.L.C,Addis Ababa,Office,"About the clientEthio-Color Printing PLC is a printing company in Ethiopia and was established in 2016 primary to provide printing services and import papers from abroad. Ethio-Color has rapidly grown in the past few years by producing different printed materials such as books, magazines, brochures, posters, newspapers, stickers, etc. In all these projects, we strive our best to satisfy our clients by producing quality product on time.Ethio-color would like to fill the following vacancy as soon as possible.Job D..."
461,Accounting and Finance,Loan Officer I,Buusaa Gonofaa Microfinance S.C (MFI),Oromia,Office,Background of The organizationBuusaa Gonofaa Microfinance SC (BG)is incorporated under the Ethiopian law as a profit making Share Company. It is a non-bank financial institution regulated by the central bank; it has license number MFI/11/99 from the National Bank of Ethiopia with a mandate to take deposits from the public at large.JOB SUMMARYThe Loan Officer Ianalyzes current credit data and financial statements of individuals or firms to determine the degree of risk involved in extending credit or lending money...
462,Accounting and Finance,Branch Manager I,Buusaa Gonofaa Microfinance S.C (MFI),Oromia,Office,"Background of OrginazationBuusaa Gonofaa Microfinance SC (BG)is incorporated under the Ethiopian law as a profit making Share Company. It is a non-bank financial institution regulated by the central bank; it has license number MFI/11/99 from the National Bank of Ethiopia with a mandate to take deposits from the public at large.III. JOB SUMMARYThe Branch Manager I is responsible for the administration and efficient daily operation of a full service of branch office, including operations, lending, customer service..."
463,"Admin, Secretarial, and...","Editorial and Desktop Publishing Assistant (English and French), G-5",United Nations Economic Commission for Africa (UNECA),Addis Ababa,Office,ECA's mission is to deliver ideas and actions for an empowered and transformed Africa; informed by the 2030 SDGs and Agenda 2063.The mission is guided by ECA's five new strategic directions which are: advancing ECA's position as a premier knowledge institution that builds on its unique position and privilege to bring global solutions to the continent's problems and take local solutions to the continent; developing macroeconomic and structural policy options to accelerate economic diversification and job creation...
464,"Admin, Secretarial, and...","Senior Meetings Services Assistant, G-7",United Nations Economic Commission for Africa (UNECA),Addis Ababa,Office,ECA's mission is to deliver ideas and actions for an empowered and transformed Africa; informed by the 2030 SDGs and Agenda 2063.The mission is guided by ECA's five new strategic directions which are: advancing ECA's position as a premier knowledge institution that builds on its unique position and privilege to bring global solutions to the continent's problems and take local solutions to the continent; developing macroeconomic and structural policy options to accelerate economic diversification and job creation...
465,Health Care,One Health Workforce Development Advisor,Project HOPE The poeple to people health foundation Inc.,Addis Ababa,Office,"POSITION:  One Health Workforce Development AdvisorREPORTS TO:  Deputy Chief of Party, Health Security Activity &amp; Tufts University Principal Investigator, Health Security ActivityDUTY STATION: Central Office, Addis AbabaMINIMUM HOURS OF WORK: 40 hours per weekProject HOPE is an international NGO established for more than 65 years with 500+ engaged employees and hundreds of volunteers who work in more than 25 countries, responding to the world’s most pressing global health challenges.Tufts Universityis a rese..."
467,Business and Administra...,"Associate Finance and Budget Officer, NO-B",United Nations Economic Commission for Africa (UNECA),Addis Ababa,Office,ECA's mission is to deliver ideas and actions for an empowered and transformed Africa; informed by the 2030 Agenda and Agenda 2063.The mission will be guided by ECA's five strategic directions which are: advancing ECA's position as a premier knowledge institution that builds on its unique position and privilege to bring global solutions to the continent's problems and take local solutions to the continent; developing macroeconomic and structural policy options to accelerate economic diversification and job creat...
469,Agriculture,Intern at different local and International seed companies,Stichting Wageningen Research (SWR) Ethiopia,Not Specified,Remote,"BackgroundStichting Wageningen Research Ethiopia (SWR Ethiopia) is an international NGO registered in Ethiopia with the FDRE Agency for Civil Society Organizations since March 2021. The organization aims to promote more resilient, inclusive, and sustainable food systems in Ethiopia. One of the roles of SWR Ethiopia, through its Ethiopia Seed Partnership (ESP) project, is enhancing the capacity of fresh and recent graduates of seed-related fields of study and creating job opportunities for them. The ESP project s..."
470,"IT, Computer Science an...",Senior Programmer,BlueSpark Business Technology Solution Plc.,Addis Ababa,Office,"About Blue Spark Business TechnologyBlue Spark Business Technology Solution Plc, is a leading provider of comprehensive technology, telecom, and financial solutions in Ethiopia. With a focus on cutting-edge products and services, Blue Spark operates across various sectors, offering hardware distribution, telecom services distribution, networking solutions, financial products, and more. We are committed to innovation, customer satisfaction, and delivering world-class technology solutions in East Africa.We offer c..."
472,"IT, Computer Science an...",Junior Programmer,BlueSpark Business Technology Solution Plc.,Addis Ababa,Office,"About BlueSpark Business TechnologyBlueSpark Business Technology Solution Plc, is a leading provider of comprehensive technology, telecom, and financial solutions in Ethiopia. With a focus on cutting-edge products and services, BlueSpark operates across various sectors, offering hardware distribution, telecom services distribution, networking solutions, financial products, and more. We are committed to innovation, customer satisfaction, and delivering world-class technology solutions in East Africa.We offer comp..."
473,Automotive,Earth  Moving Machinery Senior  Mechanic,AMG Steel,Addis Ababa,Office,"About USAMG Holdings is a leading and diversified business group headquartered in Ethiopia. Established in 2010 G.C., the company has grown into a prominent player across multiple sectors, including steel manufacturing, coffee export, energy, and real estate. AMG Holdings operates within two large-scale industrial parks located in Adama and Sheger City (Gelan Sub-City), and continues to expand its footprint with a strong commitment to innovation, operational excellence, and sustainable growth. Now Our Company is..."
474,Accounting and Finance,Country Finance Manager,Mercy Corps Ethiopia,Addis Ababa,Office,"General Position SummaryThe Country Finance Manager is a member of the Senior Management Team (SMT) and leads the Finance Team in Addis Ababa. S/he is responsible for all aspects of financial management of the country program, working collaboratively to ensure compliance with Mercy Corps internal policies and procedures as well as donor regulations. The Country Finance Manager must ensure that systems of internal control are understood and strictly adhered to. S/he works under the direction of the Country Direct..."
476,Engineering,Senior Hydrological engineer,CCECC Ethiopian Branch,Addis Ababa,Office,"Job Title:Senior Hydrological engineerLocation: Addis AbabaCompany: CCECC Ethiopian BranchEmployment Type: Full time ContractApplication Deadline: July 4, 2025Number of Positions: 1Salary: NegotiableJob Summary:The Senior Hydrological Engineer will be responsible for conducting advanced hydrological and hydraulic analyses, preparing technical reports, and supporting infrastructure design projects. The role requires extensive use of hydrological modeling software and the ability to work independently on water res..."
477,Engineering,Structural Engineer,CCECC Ethiopian Branch,Addis Ababa,Office,"Job Title:Structural EngineerLocation: Addis AbabaCompany: CCECC Ethiopian BranchEmployment Type: Full time ContractApplication Deadline: July 4, 2025Number of Positions: 1Salary: NegotiablePosition Summary:CCECC is looking for a Structural Engineer with 2–5 years of experience in structural design and working drawings. The candidate should have strong knowledge of engineering principles, building design standards, and relevant codes. Responsibilities include structural analysis, technical drawing preparation, a..."
478,Accounting and Finance,Cashier Accountant,AZ Pipe Manufacturing,Addis Ababa,Office,AZ Pipe Manufacturing is an ISO 9001:2015-certified company specializing in the production of high-quality plastic pipes. We are committed to excellence in our products and maintaining a safe and environmentally responsible workplace. We are currently looking for an experienced Cashier Accountant to join our team.Job summary:We are seeking a diligent and detail-orientedCashier Accountant to manage daily financial transactions and support our accounting operations. The ideal candidate will ensure accurate record-...
479,Engineering,Structural Draft Person,CCECC Ethiopian Branch,Addis Ababa,Office,"Job Title: Structural Draft PersonCompany: CCECC Ethiopian BranchEmployment Type: Full time ContractNumber of Positions: 1Salary: NegotiablePosition Summary:CCECC is seeking an experienced Draftsperson with over 5 years of experience in preparing building structural working drawings. The candidate will be responsible for creating accurate and detailed technical drawings to support structural design and construction activities, ensuring compliance with project specifications and engineering standards.Key Responsi..."
480,Business and Administra...,Roasted Coffee Sales Person,AMG Steel,Addis Ababa,Office,"About USAMG Holdings is a leading and diversified business group headquartered in Ethiopia. Established in 2010 G.C., the company has grown into a prominent player across multiple sectors, including steel manufacturing, coffee export, energy, and real estate. AMG Holdings operates within two large-scale industrial parks located in Adama and Sheger City (Gelan Sub-City), and continues to expand its footprint with a strong commitment to innovation, operational excellence, and sustainable growth. Now Our Company is..."
481,Engineering,Production Manager,AMG Steel,Addis Ababa,Office,"About USAMG Holdings is a leading and diversified business group headquartered in Ethiopia. Established in 2010 G.C., the company has grown into a prominent player across multiple sectors, including steel manufacturing, coffee export, energy, and real estate. AMG Holdings operates within two large-scale industrial parks located in Adama and Sheger City (Gelan Sub-City), and continues to expand its footprint with a strong commitment to innovation, operational excellence, and sustainable growth. Now Our Company is..."
